Country	City	PM10	Year	Notes	Notes	PM2	Year
United Kingdom	PORTSMOUTH	18	2013	"1 station, background, urban"	measured data	14	2013
United Kingdom	PRESTONPANS	16	2013	-	converted from PM2.5	12	2013
United Kingdom	READING	16	2013	"1 station, background, urban"	measured data	10	2013
United Kingdom	SALTASH	15	2013	-	converted from PM2.5	11	2013
United Kingdom	SCUNTHORPE	22	2013	"1 station, industrial, urban"	measured data	16	2013
United Kingdom	SOUTHAMPTON	21	2013	"1 station, background, urban"	measured data	15	2013
United Kingdom	SOUTHEND - ON - SEA	15	2013	-	converted from PM2.5	11	2013
United Kingdom	STANFORD-LE-HOPE	24	2013	"1 station, traffic, urban"	measured data	14	2013
United Kingdom	STOCKTON-ON-TEES	17	2013	"1 station, traffic, urban"	measured data	10	2013
United Kingdom	STOKE - ON - TRENT	20	2013	"1 station, background, urban"	measured data	14	2013
United Kingdom	SUNDERLAND	13	2013	-	converted from PM2.5	9	2013
United Kingdom	SWANSEA	19	2013	"1 station, traffic, urban"	measured data	12	2013
United Kingdom	THURROCK	19	2013	"1 station, background, urban"	measured data	14	2013
United Kingdom	WARRINGTON	18	2013	"1 station, industrial, urban"	measured data	14	2013
United Kingdom	WIGAN	18	2013	-	converted from PM2.5	13	2013
United Kingdom	WREXHAM	17	2013	"1 station, traffic, urban"	measured data	10	2013
United Kingdom	YORK	15	2013	"2 stations, background, urban"	measured data	12	2013
United States	"Adrian, MI"	16	2014	-	converted from PM2.5	9	2014
United States	"Akron, OH"	19	2014	-	converted from PM2.5	10	2014
United States	"Albany-Schenectady-Troy, NY"	13	2014	-	converted from PM2.5	7	2014
United States	"Albuquerque, NM"	12	2014	-	converted from PM2.5	6	2014
United States	"Alexandria, LA"	14	2014	-	converted from PM2.5	8	2014
United States	"Allegan, MI"	16	2014	-	converted from PM2.5	9	2014
United States	"Allentown-Bethlehem-Easton, PA-NJ"	17	2014	-	converted from PM2.5	9	2014
United States	"Altoona, PA"	21	2014	-	converted from PM2.5	11	2014
United States	"Anchorage, AK"	9	2014	-	converted from PM2.5	5	2014
United States	"Anderson, IN"	19	2014	-	converted from PM2.5	10	2014
United States	"Ann Arbor, MI"	18	2014	-	converted from PM2.5	10	2014
United States	"Appleton, WI"	16	2014	-	converted from PM2.5	9	2014
United States	"Asheville, NC"	14	2014	-	converted from PM2.5	8	2014
United States	"Ashland, AL"	16	2014	-	converted from PM2.5	9	2014
United States	"Athens, OH"	14	2014	-	converted from PM2.5	8	2014
United States	"Athens, TN"	17	2014	-	converted from PM2.5	9	2014
United States	"Athens-Clarke County, GA"	19	2014	-	converted from PM2.5	10	2014
United States	"Atlanta-Sandy Springs-Marietta, GA"	19	2014	-	converted from PM2.5	10	2014
United States	"Atlantic City, NJ"	14	2014	-	converted from PM2.5	8	2014
United States	"Augusta-Richmond County, GA-SC"	18	2014	-	converted from PM2.5	10	2014
United States	"Augusta-Waterville, ME"	13	2014	-	converted from PM2.5	7	2014
United States	"Austin-Round Rock, TX"	17	2014	-	converted from PM2.5	9	2014
United States	"Bakersfield, CA"	18	2014	-	converted from PM2.5	10	2014
United States	"Baltimore-Towson, MD"	18	2014	-	converted from PM2.5	10	2014
United States	"Baraboo, WI"	14	2014	-	converted from PM2.5	7	2014
United States	"Baton Rouge, LA"	16	2014	-	converted from PM2.5	8	2014
United States	"Battlement Mesa,Garfield,CO"	7	2014	-	converted from PM2.5	4	2014
United States	"Bay City, MI"	15	2014	-	converted from PM2.5	8	2014
United States	"Beaver Dam, WI"	16	2014	-	converted from PM2.5	9	2014
United States	"Bellingham, WA"	14	2014	-	converted from PM2.5	8	2014
United States	"Bennington, VT"	12	2014	-	converted from PM2.5	6	2014
United States	"Birmingham-Hoover, AL"	20	2014	-	converted from PM2.5	11	2014
United States	"Bishop, CA"	15	2014	-	converted from PM2.5	8	2014
United States	"Bismarck, ND"	8	2014	-	converted from PM2.5	5	2014
United States	"Bloomington, IN"	18	2014	-	converted from PM2.5	10	2014
United States	"Boone, NC"	13	2014	-	converted from PM2.5	7	2014
United States	"Boston-Cambridge-Quincy, MA-NH"	12	2014	-	converted from PM2.5	7	2014
United States	"Boulder, CO"	13	2014	-	converted from PM2.5	7	2014
United States	"Bowling Green, KY"	17	2014	-	converted from PM2.5	9	2014
United States	"Brainerd, MN"	9	2014	-	converted from PM2.5	5	2014
United States	"Bremerton-Silverdale, WA"	9	2014	-	converted from PM2.5	5	2014
United States	"Bridgeport-Stamford-Norwalk, CT"	15	2014	-	converted from PM2.5	8	2014
United States	"Brigham City, UT"	12	2014	-	converted from PM2.5	6	2014
United States	"Bryson City (RR name Bryson),Swain,NC"	15	2014	-	converted from PM2.5	8	2014
United States	"Burlington, NC"	15	2014	-	converted from PM2.5	8	2014
United States	"Burlington-South Burlington, VT"	10	2014	-	converted from PM2.5	5	2014
United States	"Burns,Harney,OR"	17	2014	-	converted from PM2.5	9	2014
United States	"Butte-Silver Bow, MT"	17	2014	-	converted from PM2.5	9	2014
United States	"Cadillac, MI"	10	2014	-	converted from PM2.5	6	2014
United States	"Cambridge, MD"	16	2014	-	converted from PM2.5	9	2014
United States	"Candor,Montgomery,NC"	17	2014	-	converted from PM2.5	9	2014
United States	"Canton-Massillon, OH"	21	2014	-	converted from PM2.5	11	2014
United States	"Cape Coral-Fort Myers, FL"	11	2014	-	converted from PM2.5	6	2014
United States	"Carson City, NV"	10	2014	-	converted from PM2.5	6	2014
United States	"Cedar Rapids, IA"	18	2014	-	converted from PM2.5	10	2014
United States	"Charleston, WV"	17	2014	-	converted from PM2.5	9	2014
United States	"Charleston-North Charleston, SC"	16	2014	-	converted from PM2.5	9	2014
United States	"Charlotte-Gastonia-Concord, NC-SC"	16	2014	-	converted from PM2.5	9	2014
United States	"Charlottesville, VA"	14	2014	-	converted from PM2.5	7	2014
United States	"Chattanooga, TN-GA"	17	2014	-	converted from PM2.5	9	2014
United States	"Cheyenne, WY"	7	2014	-	converted from PM2.5	4	2014
United States	"Chicago-Naperville-Joliet, IL-IN-WI"	22	2014	-	converted from PM2.5	12	2014
United States	"Chico, CA"	16	2014	-	converted from PM2.5	9	2014
United States	"Cincinnati-Middletown, OH-KY-IN"	19	2014	-	converted from PM2.5	10	2014
United States	"Clarksburg, WV"	16	2014	-	converted from PM2.5	9	2014
United States	"Clarksville, TN-KY"	18	2014	-	converted from PM2.5	10	2014
United States	"Clearlake, CA"	8	2014	-	converted from PM2.5	4	2014
United States	"Cleveland-Elyria-Mentor, OH"	19	2014	-	converted from PM2.5	10	2014
United States	"Clinton, IA"	19	2014	-	converted from PM2.5	10	2014
United States	"Colorado Springs, CO"	11	2014	-	converted from PM2.5	6	2014
United States	"Columbia, SC"	17	2014	-	converted from PM2.5	9	2014
United States	"Columbia, TN"	16	2014	-	converted from PM2.5	9	2014
United States	"Columbus, GA-AL"	19	2014	-	converted from PM2.5	10	2014
United States	"Columbus, OH"	19	2014	-	converted from PM2.5	10	2014
United States	"Colusa,Colusa,CA"	13	2014	-	converted from PM2.5	7	2014
United States	"Concord, NH"	12	2014	-	converted from PM2.5	7	2014
United States	"Cookeville, TN"	16	2014	-	converted from PM2.5	9	2014
United States	"Corning, NY"	11	2014	-	converted from PM2.5	6	2014
United States	"Corpus Christi, TX"	18	2014	-	converted from PM2.5	10	2014
United States	"Cortina Indian Rancheria,Colusa,CA"	13	2014	-	converted from PM2.5	7	2014
United States	"Crossett,Ashley,AR"	16	2014	-	converted from PM2.5	9	2014
United States	"Dale,Spencer,IN"	20	2014	-	converted from PM2.5	11	2014
United States	"Dallas-Fort Worth-Arlington, TX"	18	2014	-	converted from PM2.5	10	2014
United States	"Daphne-Fairhope-Foley, AL"	16	2014	-	converted from PM2.5	9	2014
United States	"Davenport-Moline-Rock Island, IA-IL"	18	2014	-	converted from PM2.5	10	2014
United States	"Dayton, OH"	17	2014	-	converted from PM2.5	9	2014
United States	"Decatur, AL"	17	2014	-	converted from PM2.5	9	2014
United States	"Denver-Aurora, CO"	13	2014	-	converted from PM2.5	7	2014
United States	"Des Moines-West Des Moines, IA"	16	2014	-	converted from PM2.5	8	2014
United States	"Detroit Lakes,Becker,MN"	13	2014	-	converted from PM2.5	7	2014
United States	"Detroit-Warren-Livonia, MI"	18	2014	-	converted from PM2.5	10	2014
United States	"Dickinson, ND"	8	2014	-	converted from PM2.5	4	2014
United States	"Dover, DE"	15	2014	-	converted from PM2.5	8	2014
United States	"Duluth, MN-WI"	13	2014	-	converted from PM2.5	7	2014
United States	"Durham, NC"	14	2014	-	converted from PM2.5	8	2014
United States	"Dyersburg, TN"	17	2014	-	converted from PM2.5	9	2014
United States	"East Stroudsburg, PA"	16	2014	-	converted from PM2.5	9	2014
United States	"Eau Claire, WI"	15	2014	-	converted from PM2.5	8	2014
United States	"El Centro, CA"	19	2014	-	converted from PM2.5	10	2014
United States	"El Dorado, AR"	17	2014	-	converted from PM2.5	9	2014
United States	"El Paso, TX"	17	2014	-	converted from PM2.5	9	2014
United States	"Elizabethtown, KY"	19	2014	-	converted from PM2.5	10	2014
United States	"Elkhart-Goshen, IN"	28	2014	-	converted from PM2.5	15	2014
United States	"Emmetsburg,Palo Alto,IA"	14	2014	-	converted from PM2.5	8	2014
United States	"Erie, PA"	20	2014	-	converted from PM2.5	11	2014
United States	"Eugene-Springfield, OR"	14	2014	-	converted from PM2.5	8	2014
United States	"Eureka-Arcata-Fortuna, CA"	8	2014	-	converted from PM2.5	4	2014
United States	"Evansville, IN-KY"	21	2014	-	converted from PM2.5	11	2014
United States	"Fairbanks, AK"	19	2014	-	converted from PM2.5	10	2014
United States	"Fairmont, WV"	18	2014	-	converted from PM2.5	10	2014
United States	"Fargo, ND-MN"	9	2014	-	converted from PM2.5	5	2014
United States	"Farmington, NM"	7	2014	-	converted from PM2.5	4	2014
United States	"Fayetteville, NC"	16	2014	-	converted from PM2.5	9	2014
United States	"Fayetteville-Springdale-Rogers, AR-MO"	16	2014	-	converted from PM2.5	9	2014
United States	"Flint, MI"	16	2014	-	converted from PM2.5	9	2014
United States	"Florence, SC"	17	2014	-	converted from PM2.5	9	2014
United States	"Florence-Muscle Shoals, AL"	17	2014	-	converted from PM2.5	9	2014
United States	"Fort Collins-Loveland, CO"	12	2014	-	converted from PM2.5	7	2014
United States	"Fort Madison-Keokuk, IA-MO"	20	2014	-	converted from PM2.5	11	2014
United States	"Fort Smith, AR-OK"	17	2014	-	converted from PM2.5	9	2014
United States	"Fort Wayne, IN"	21	2014	-	converted from PM2.5	11	2014
United States	"Fresno, CA"	28	2014	-	converted from PM2.5	15	2014
United States	"Gainesville, GA"	16	2014	-	converted from PM2.5	9	2014
United States	"Gardnerville Ranchos, NV"	15	2014	-	converted from PM2.5	8	2014
United States	"Gillette, WY"	8	2014	-	converted from PM2.5	4	2014
United States	"Goldsboro, NC"	22	2014	-	converted from PM2.5	12	2014
United States	"Gordon,Wilkinson,GA"	20	2014	-	converted from PM2.5	11	2014
United States	"Grand Island, NE"	12	2014	-	converted from PM2.5	7	2014
United States	"Grand Junction, CO"	14	2014	-	converted from PM2.5	7	2014
United States	"Grand Rapids-Wyoming, MI"	18	2014	-	converted from PM2.5	10	2014
United States	"Grants Pass, OR"	14	2014	-	converted from PM2.5	7	2014
United States	"Greeley, CO"	14	2014	-	converted from PM2.5	8	2014
United States	"Green Bay, WI"	17	2014	-	converted from PM2.5	9	2014
United States	"Greensboro-High Point, NC"	15	2014	-	converted from PM2.5	8	2014
United States	"Greenville, NC"	14	2014	-	converted from PM2.5	8	2014
United States	"Greenville-Mauldin-Easley, SC"	17	2014	-	converted from PM2.5	9	2014
United States	"Gulfport-Biloxi, MS"	17	2014	-	converted from PM2.5	9	2014
United States	"Hagerstown-Martinsburg, MD-WV"	18	2014	-	converted from PM2.5	10	2014
United States	"Hamilton,Ravalli,MT"	14	2014	-	converted from PM2.5	8	2014
United States	"Hammond, LA"	15	2014	-	converted from PM2.5	8	2014
United States	"Hanford-Corcoran, CA"	30	2014	-	converted from PM2.5	16	2014
United States	"Harriman, TN"	17	2014	-	converted from PM2.5	9	2014
United States	"Harrisburg-Carlisle, PA"	18	2014	-	converted from PM2.5	10	2014
United States	"Harrisonburg, VA"	16	2014	-	converted from PM2.5	9	2014
United States	"Hartford-West Hartford-East Hartford, CT"	14	2014	-	converted from PM2.5	8	2014
United States	"Hattiesburg, MS"	19	2014	-	converted from PM2.5	10	2014
United States	"Hazard,Perry,KY"	16	2014	-	converted from PM2.5	8	2014
United States	"Helena, MT"	10	2014	-	converted from PM2.5	5	2014
United States	"Hickory-Lenoir-Morganton, NC"	17	2014	-	converted from PM2.5	9	2014
United States	"Hilo, HI"	14	2014	-	converted from PM2.5	8	2014
United States	"Honolulu, HI"	8	2014	-	converted from PM2.5	4	2014
United States	"Hot Springs, AR"	17	2014	-	converted from PM2.5	9	2014
United States	"Houma-Bayou Cane-Thibodaux, LA"	14	2014	-	converted from PM2.5	8	2014
United States	"Houston-Sugar Land-Baytown, TX"	19	2014	-	converted from PM2.5	10	2014
United States	"Huntington-Ashland, WV-KY-OH"	16	2014	-	converted from PM2.5	9	2014
United States	"Huntsville, AL"	17	2014	-	converted from PM2.5	9	2014
United States	"Indianapolis-Carmel, IN"	21	2014	-	converted from PM2.5	12	2014
United States	"Jackson, MS"	18	2014	-	converted from PM2.5	10	2014
United States	"Jackson, TN"	15	2014	-	converted from PM2.5	8	2014
United States	"Jacksonville, FL"	15	2014	-	converted from PM2.5	8	2014
United States	"Jamestown-Dunkirk-Fredonia, NY"	15	2014	-	converted from PM2.5	8	2014
United States	"Jamesville,Martin,NC"	14	2014	-	converted from PM2.5	7	2014
United States	"Jasper, IN"	21	2014	-	converted from PM2.5	11	2014
United States	"Johnstown, PA"	21	2014	-	converted from PM2.5	11	2014
United States	"Juneau, AK"	14	2014	-	converted from PM2.5	8	2014
United States	"Kalamazoo-Portage, MI"	18	2014	-	converted from PM2.5	10	2014
United States	"Kalispell, MT"	15	2014	-	converted from PM2.5	8	2014
United States	"Kansas City, MO-KS"	16	2014	-	converted from PM2.5	9	2014
United States	"Kapaa, HI"	8	2014	-	converted from PM2.5	4	2014
United States	"Keene, NH"	17	2014	-	converted from PM2.5	9	2014
United States	"Kenansville,Duplin,NC"	14	2014	-	converted from PM2.5	8	2014
United States	"Kingsport-Bristol-Bristol, TN-VA"	16	2014	-	converted from PM2.5	9	2014
United States	"Klamath Falls, OR"	16	2014	-	converted from PM2.5	9	2014
United States	"Knoxville, TN"	18	2014	-	converted from PM2.5	10	2014
United States	"La Crosse, WI-MN"	15	2014	-	converted from PM2.5	8	2014
United States	"Laconia, NH"	8	2014	-	converted from PM2.5	5	2014
United States	"Lafayette, IN"	20	2014	-	converted from PM2.5	11	2014
United States	"Lafayette, LA"	15	2014	-	converted from PM2.5	8	2014
United States	"Lake Charles, LA"	13	2014	-	converted from PM2.5	7	2014
United States	"Lakeland, FL"	13	2014	-	converted from PM2.5	7	2014
United States	"Lakeview,Lake,OR"	16	2014	-	converted from PM2.5	9	2014
United States	"Lancaster, PA"	25	2014	-	converted from PM2.5	13	2014
United States	"Lansing-East Lansing, MI"	17	2014	-	converted from PM2.5	9	2014
United States	"Las Vegas-Paradise, NV"	14	2014	-	converted from PM2.5	8	2014
United States	"Lawrenceburg, TN"	15	2014	-	converted from PM2.5	8	2014
United States	"Lawton, OK"	15	2014	-	converted from PM2.5	8	2014
United States	"Lebanon, NH-VT"	12	2014	-	converted from PM2.5	6	2014
United States	"Lebanon, PA"	23	2014	-	converted from PM2.5	13	2014
United States	"Lewiston-Auburn, ME"	14	2014	-	converted from PM2.5	8	2014
United States	"Lexington-Fayette, KY"	17	2014	-	converted from PM2.5	9	2014
United States	"Libby,Lincoln,MT"	17	2014	-	converted from PM2.5	9	2014
United States	"Lincoln, NE"	14	2014	-	converted from PM2.5	8	2014
United States	"Little Rock-North Little Rock-Conway, AR"	19	2014	-	converted from PM2.5	10	2014
United States	"Logan, UT-ID"	12	2014	-	converted from PM2.5	6	2014
United States	"Los Angeles-Long Beach-Santa Ana, CA"	20	2014	-	converted from PM2.5	11	2014
United States	"Louisville/Jefferson County, KY-IN"	21	2014	-	converted from PM2.5	11	2014
United States	"Lumberton, NC"	16	2014	-	converted from PM2.5	9	2014
United States	"Lynchburg, VA"	14	2014	-	converted from PM2.5	8	2014
United States	"Macon, GA"	19	2014	-	converted from PM2.5	10	2014
United States	"Madera, CA"	26	2014	-	converted from PM2.5	14	2014
United States	"Madison, WI"	17	2014	-	converted from PM2.5	9	2014
United States	"Manchester-Nashua, NH"	11	2014	-	converted from PM2.5	6	2014
United States	"Manistee,Manistee,MI"	11	2014	-	converted from PM2.5	6	2014
United States	"Marshall, MN"	11	2014	-	converted from PM2.5	6	2014
United States	"Marshall, TX"	16	2014	-	converted from PM2.5	9	2014
